Source,Target,Weight
Lv2025Harnessingeducation,Li2025Theapplicationofd,0.2
Zhan2025Designandapplicati,Xia2025Designandapplicati,0.2
Wang2025Designofautonomous,Lan2025Theinnovationofcu,0.21052631578947367
Wang2025Designofautonomous,Li2025Intelligentbuilding,0.23529411764705885
Hu2025Designofasecuree,Liu2025Optimizationandcom,0.2
Hu2025Designofasecuree,Xia2025Designandapplicati,0.22857142857142856
Kang2025Leveragingbigdata,Ju2025Enhancinguserexper,0.24
Wu2025Theoptimizationof,Wu2025Optimizationofauto,0.21052631578947367
Yang2025Vulnerabilityevalua,Fan2025Researchonintellig,0.2074074074074074
Yang2025Vulnerabilityevalua,Liu2025Designofnetworkac,0.20869565217391306
Wang2025Optimizingfeedback,Zhu2025AIpoweredfeedback,0.26666666666666666
Chen2025Enterprisefinancial,Lin2025Onlinelearningplat,0.2
Chang2025Commoditypackaging,Zhang2025Edgedevicecomputin,0.2
Chang2025Commoditypackaging,Pu2025Designofsmartelde,0.25263157894736843
Zhang2025Interiordesigndisp,Yang2025Shortvideocontent,0.21333333333333335
Duan2025Intelligentplanning,Meng2025Researchonprivacy,0.2
Chen2025Martialartsaction,Li2025Bodyposturerecogni,0.21818181818181817
Fan2025Remotesensingimage,Wang2025Imagefusionbaseds,0.26666666666666666
Li2025Theroleofruralsp,Li2025Crossborderecomme,0.2153846153846154
Tao2025Designandapplicati,Zhao2025Modelandresearcho,0.2
Tao2025Designandapplicati,Ma2025Researchonconstruc,0.26666666666666666
Tao2025Designandapplicati,Pu2025Designofsmartelde,0.26666666666666666
Cao2025Researchontheappl,Liu2025Researchonthecons,0.20869565217391306
Cao2025Researchontheappl,Wang2025Applicationofbigd,0.26666666666666666
Lin2025Onlinelearningplat,Chen2025Enterprisefinancial,0.2
Zhang2025Researchontheappl,Wang2025Methodsandcontent,0.22400000000000003
Zhang2025Researchontheappl,Wu2025Applicationandprac,0.21052631578947367
Zhang2025Researchontheappl,Wu2025Theapplicationofa,0.22857142857142856
Zhang2025Researchontheappl,Wang2025Applicationofbigd,0.20869565217391306
Yin2025Optimizedsourcegri,Li2025Methodologyfordist,0.2
Hu2025Designofexothermic,Li2025Designofonlinetea,0.2
Hu2025Designofexothermic,Gao2025Designandresearch,0.22400000000000003
Hu2025Designofexothermic,Wang2025Thedesignandimple,0.2
Pan2025Improveddataquery,Li2025Ecologicalefficienc,0.26666666666666666
Peng2025Constructionprogres,Zhao2025Modelandresearcho,0.22857142857142856
Zhou2025Improvingstudents,Wang2025Danceactionrecogni,0.22857142857142856
Zhou2025Improvingstudents,Guo2025Intelligentrecognit,0.2
He2025Researchonoptimiza,Bai2025Characteristicsanal,0.2
He2025Researchonoptimiza,Liu2025Researchonthecons,0.2782608695652174
He2025Researchonoptimiza,Sun2025Evaluationoftraini,0.23333333333333336
He2025Researchonoptimiza,Zhang2025Dynamicmodelingand,0.24347826086956526
He2025Researchonoptimiza,Wei2025Bigdatasentimenta,0.3272727272727273
He2025Researchonoptimiza,Li2025Applicationandimpr,0.2153846153846154
Li2025Pathoptimizationde,Ye2025Optimizationstrateg,0.23529411764705885
Li2025Pathoptimizationde,Wei2025Evaluationanalysis,0.21052631578947367
Yu2025Intelligentanalysis,Liu2025Visualanalysisand,0.22222222222222224
Zhang2025Constructionofakn,Liu2025ConstructionofEngl,0.22222222222222224
Feng2025Impactofeconomicp,Fan2025Astudyonthedrivi,0.2
Bai2025Constructionofinfo,Xu2025Theconstructionand,0.25263157894736843
Bai2025Constructionofinfo,Zhang2025Explorationandprac,0.27999999999999997
Bai2025Constructionofinfo,Zhang2025Constructionandopt,0.22400000000000003
Zhou2025ApplicationofNSGA,Zhang2025Analysisoftheappl,0.2153846153846154
Zhou2025ApplicationofNSGA,Yang2025Designandcategory,0.20869565217391306
Qian2025Qualityevaluationm,Wang2025OptimizationofEngl,0.24
Qian2025Qualityevaluationm,Jin2025Researchonmultimod,0.22222222222222224
Qian2025Qualityevaluationm,Sun2025Evaluationoftraini,0.20869565217391306
Yang2025Optimizationofente,Song2025Optimizationofente,0.21052631578947367
Meng2025Researchonadaptive,Li2025Constructinganadap,0.2
Meng2025Researchonadaptive,Hu2025Constructionandapp,0.20869565217391306
Meng2025Researchonadaptive,Arkin2025Phonemeconfusionmo,0.20869565217391306
Meng2025Researchonadaptive,Xu2025Explorationofdigit,0.2571428571428572
Meng2025Researchonadaptive,Yi2025Researchonpredicti,0.2782608695652174
Meng2025Researchonadaptive,Zou2025Featureextractiona,0.2
Zhang2025Constructionandopt,Liu2025Researchonthecons,0.22857142857142856
Zhang2025Constructionandopt,Bai2025Constructionofinfo,0.22400000000000003
Lai2025Applicationofartif,Xiao2025Innovativeapplicati,0.28235294117647064
Lai2025Applicationofartif,Yuan2025Ethicalandlegalis,0.23529411764705885
Zhao2025Trendandfuturepro,Cheng2025DilemmaofcollegeE,0.25263157894736843
Zhao2025Trendandfuturepro,Xu2025Assessmentandenhan,0.24
Zhao2025Trendandfuturepro,Lin2025Cultivationofinnov,0.21052631578947367
Zhang2025Explorationandprac,Zou2025Featureextractiona,0.2545454545454546
Zhang2025Explorationandprac,Bai2025Constructionofinfo,0.27999999999999997
Lin2025Sentimentanalysisa,Ji2025Theevaluationofte,0.2
Zhu2025Explorationofartp,Li2025Optimizationofstud,0.24347826086956526
Luo2025Researchonperforma,Liu2025Researchandapplica,0.21818181818181817
Tu2025Enterprisefinancial,Zhi2025Universityfinancial,0.2
Cao2025Innovationandentre,Min2025Optimizationofpref,0.21052631578947367
Cao2025Innovationandentre,Huang2025Anenhanceddeeplea,0.21052631578947367
Cao2025Innovationandentre,Lu2025Researchontheopti,0.2545454545454546
Cao2025Innovationandentre,Wang2025OptimizationofEngl,0.32941176470588235
Cao2025Innovationandentre,Liu2025Researchonsemantic,0.2
Jiao2025Modelingandanalysi,Deng2025Simulationanalysis,0.21818181818181817
Cong2025Visualmodelconstru,Xu2025Theconstructionand,0.20869565217391306
Yang2025Automatedconstructi,Zhang2025Constructionofacr,0.21052631578947367
Yang2025Automatedconstructi,Jiang2025Constructionandapp,0.2
Wang2025Constructionandsim,Li2025Analysisofinfluenc,0.2
Jiao2025Researchonarchitec,Yang2025Researchonundergro,0.27999999999999997
Jiao2025Researchonarchitec,Liu2025Researchonemotion,0.2
Tian2025Actionrecognitiont,Huang2025Sportsvolleyballer,0.2
Zhang2025Collaborativeplanni,Chen2025Optimizationoftenn,0.24
Sylemez2025ExaminingEngineerin,Kutay2022CodingwithMinecraf,0.25
Xu2025Emotionclassificati,Hua2025Deeplearninginphy,0.2
Liu2025Researchandapplica,Xiao2025Measurementandpred,0.21818181818181817
Liu2025Researchandapplica,Luo2025Researchonperforma,0.21818181818181817
Liu2025Researchonsemantic,Cao2025Predictionandoptim,0.20869565217391306
Liu2025Researchonsemantic,Wang2025OptimizationofEngl,0.25263157894736843
Liu2025Researchonsemantic,Liu2025Researchonautomati,0.23333333333333336
Liu2025Researchonsemantic,Cao2025Innovationandentre,0.2
Jiang2025Researchonstabilit,Shi2025Researchonintellig,0.26666666666666666
Xiao2025Measurementandpred,Liu2025Researchandapplica,0.21818181818181817
Chen2025Optimizationoftenn,Zhang2025Collaborativeplanni,0.24
Shen2025Performanceoptimiza,Gao2025Designandresearch,0.24615384615384617
Shen2025Performanceoptimiza,Shi2025Designandresearch,0.2
Shen2025Performanceoptimiza,Zhang2025Dynamicmodelingand,0.21818181818181817
Shen2025Performanceoptimiza,Tang2025Pathoptimizationmo,0.20869565217391306
Jin2025Applicationofcolor,Zheng2025Researchonautomati,0.20869565217391306
Gao2025Loadforecastingmet,Zhang2025Autismemotionrecog,0.25
Gao2025Loadforecastingmet,Zhou2025Thefeaturedeepfus,0.25
Li2025Methodologyfordist,Yin2025Optimizedsourcegri,0.2
Jin2025Researchonmultimod,Qian2025Qualityevaluationm,0.22222222222222224
Jin2025Researchonmultimod,Zhang2025DesignofEnglishte,0.26666666666666666
Yan2025ApplicationofWord2,Huang2025Theapplicationand,0.22222222222222224
Yi2025Analysisofstudents,Wei2025Evaluationanalysis,0.22222222222222224
Lou2025Theimpactofvirtua,Li2025Impactofmultimodal,0.2
Pu2025Designofsmartelde,Tao2025Designandapplicati,0.26666666666666666
Pu2025Designofsmartelde,Hu2025Applicationandimpr,0.2
Pu2025Designofsmartelde,Chang2025Commoditypackaging,0.25263157894736843
Zhu2025Theapplicationofa,Luo2025Applicationofartif,0.23529411764705885
Li2025Constructinganadap,Meng2025Researchonadaptive,0.2
Alqarni2025NetworkDynamicsand,Pelnek2023TheLandscapeofCom,0.25
Li2025Intelligentmanageme,Zou2025Featureextractiona,0.24
Li2025Intelligentmanageme,Zhong2025Evaluationandoptim,0.2
Li2025Intelligentmanageme,Hu2025Constructionandapp,0.2
He2025Anomalydetectional,Liu2025Constructionofuniv,0.21052631578947367
Yang2025Researchonundergro,Jiao2025Researchonarchitec,0.27999999999999997
Yang2025Researchonundergro,Zhang2025Developmentandappl,0.20869565217391306
Yang2025Shortvideocontent,Zhang2025Interiordesigndisp,0.21333333333333335
Yang2025Shortvideocontent,Li2025Aredcultureconten,0.23529411764705885
Yang2025Shortvideocontent,Wang2025Danceactionrecogni,0.22857142857142856
Yang2025Shortvideocontent,Xing2025Intelligenttransfor,0.22222222222222224
Yang2025Shortvideocontent,Liu2025Distributedsecurity,0.2
Tang2025Pathoptimizationmo,Shen2025Performanceoptimiza,0.20869565217391306
Zhang2025Dynamicmodelingand,Nie2025Dynamicoptimization,0.22857142857142856
Zhang2025Dynamicmodelingand,He2025Researchonoptimiza,0.24347826086956526
Zhang2025Dynamicmodelingand,Shen2025Performanceoptimiza,0.21818181818181817
Li2025Economicoptimizatio,Kuang2025Automatedoptimizati,0.2
Wang2025Methodsandcontent,Zhang2025Researchontheappl,0.22400000000000003
Wang2025Methodsandcontent,Xiao2025Innovativeapplicati,0.21818181818181817
Wang2025Methodsandcontent,Wang2025Applicationofbigd,0.23333333333333336
Li2025Analysisofinfluenc,Wang2025Constructionandsim,0.2
Li2025Applicationofartif,Zhu2025Theroleandprospec,0.22222222222222224
Li2025Applicationofartif,Wu2025Applicationandprac,0.49230769230769234
Liu2025Visualanalysisand,An2025Designandimplement,0.2
Liu2025Visualanalysisand,Yu2025Intelligentanalysis,0.22222222222222224
Liu2025Visualanalysisand,Yu2025Applicationandopti,0.2
Huang2025Theapplicationand,Mike2022Computationalthinki,0.26666666666666666
Huang2025Theapplicationand,Wu2025Theapplicationofa,0.22222222222222224
Huang2025Theapplicationand,Yan2025ApplicationofWord2,0.22222222222222224
Huang2025Theapplicationand,Guo2025TheapplicationofS,0.21052631578947367
Huang2025Theapplicationand,Guan2025Transformationanda,0.22222222222222224
Li2025Theapplicationofd,Lv2025Harnessingeducation,0.2
Li2025Theapplicationofd,Chen2025Theapplicationofc,0.2
Li2025Theapplicationofd,Yuan2025Ethicalandlegalis,0.25
Li2025Theapplicationofd,Qiu2025Constructionandapp,0.21052631578947367
Sun2025ImprovingComputatio,Kutay2022CodingwithMinecraf,0.2608695652173913
Memon2025Designthinkinginc,Espinal2024ProfessionalDevelop,0.5
Li2025Intelligentbuilding,Wang2025Designofautonomous,0.23529411764705885
Gu2025Earlywarningandri,Min2025Optimizationofpref,0.20869565217391306
Wang2025OptimizationofEngl,Qian2025Qualityevaluationm,0.24
Wang2025OptimizationofEngl,Liu2025Researchonthecons,0.22857142857142856
Wang2025OptimizationofEngl,Liu2025Researchonsemantic,0.25263157894736843
Wang2025OptimizationofEngl,Zhao2025Modelandresearcho,0.24
Wang2025OptimizationofEngl,Wei2025Bigdatasentimenta,0.27999999999999997
Wang2025OptimizationofEngl,Wu2025Managementofcross,0.2
Wang2025OptimizationofEngl,Cao2025Innovationandentre,0.32941176470588235
Wu2025Theapplicationofa,Huang2025Theapplicationand,0.22222222222222224
Wu2025Theapplicationofa,Wang2025Applicationofbigd,0.35555555555555557
Wu2025Theapplicationofa,Wu2025Applicationandprac,0.32000000000000006
Wu2025Theapplicationofa,Zhang2025Researchontheappl,0.22857142857142856
Luo2025Applicationofartif,Zhu2025Theapplicationofa,0.23529411764705885
Luo2025Applicationofartif,Wang2025Applicationofbigd,0.28235294117647064
Zhang2025Dynamicposerecogni,Zhang2025Deeplearningbased,0.2
Zhang2025Dynamicposerecogni,Wang2025Danceactionrecogni,0.23529411764705885
Li2025Constructionofrura,Min2025Optimizationofpref,0.22857142857142856
Dong2025Artificialintellige,Zhang2025Naturallanguagepro,0.21052631578947367
Dong2025Artificialintellige,Wu2025Applicationandprac,0.28571428571428575
Lin2025Cultivationofinnov,Zhao2025Trendandfuturepro,0.21052631578947367
Zhang2025Difficultiesandbre,Xiao2025Innovativeapplicati,0.24
